date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:33	34653/34653	---MCZ	200	added ('OK')	text/css	etag:W/%22875d-68a9bb8a-e50e64e5b0d504b6;br%22	https://anotapedidosonline.com/produtos/familiamania.html/css/delivry.css	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/css/delivry.css	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:34	1464945/1464945	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22165a71-68a9bb8b-51bcb853e3474faa;br%22	https://anotapedidosonline.com/produtos/maniacombo.html/js/all.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniacombo.html/js/all.js	(from https://anotapedidosonline.com/produtos/maniacombo.html/index.html)
00:56:34	4511/4511	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Apr%202025%2007:30:36%20GMT	https://anotapedidosonline.com/produtos/familiamania.html/link.href,%20window.location.origin	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/link.href,%20window.location.origin	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:35	120808/120808	---M--	200	added ('OK')	image/webp	etag:%221d7e8-68a9bb8a-352827118df56010;;;%22	https://anotapedidosonline.com/produtos/familiamania.html/images/familia0.webp	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/images/familia0.webp	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:37	93432/93432	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216cf8-68a9bb8a-91aedcb28cdfdef3;br%22	https://anotapedidosonline.com/produtos/familiamania.html/js/jquery.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/js/jquery.js	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:38	46834/46834	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b6f2-68a9bb8a-99f7116d3d84ecea;br%22	https://anotapedidosonline.com/produtos/familiamania.html/js/deliveryProduto.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/js/deliveryProduto.js	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:39	4730/4730	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22127a-68a9bb8a-83828e4bf6dda72e;br%22	https://anotapedidosonline.com/produtos/familiamania.html/js/jquery-mask.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/js/jquery-mask.js	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:41	40826/40826	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229f7a-68a9bb8a-3364dff96a9f3bec;br%22	https://anotapedidosonline.com/produtos/familiamania.html/js/sweetalert.min.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/js/sweetalert.min.js	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:41	51376/51376	---M--	200	added ('OK')	image/jpeg	etag:%22c8b0-68a9bb8b-d744dc27d5d0412c;;;%22	https://anotapedidosonline.com/produtos/maniaindividual.html/images/logo.jpg	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/images/logo.jpg	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:42	34653/34653	---MCZ	200	added ('OK')	text/css	etag:W/%22875d-68a9bb8b-c7f44ee68bc5a4cd;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/css/delivry.css	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/css/delivry.css	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
